MovieID,Title,Genre,ReleaseYear,Director,Rating,Duration,Country
2277,"Monsters, Inc. (2277)",Animation,1972,David Fincher,8.3,134,Italy
2278,Memento (2278),Romance,2001,Anthony Russo,7.8,139,Germany
2279,The Lion King (2279),Crime,1984,Alfonso Cuaron,7.2,98,France
2280,Titanic (2280),Fantasy,2021,Hayao Miyazaki,7.3,176,Japan
2281,The Irishman (2281),Thriller,1983,Martin Scorsese,9.3,160,Mexico
2282,Spirited Away (2282),Fantasy,1980,Francis Ford Coppola,8.6,134,France
2283,The Hateful Eight (2283),Drama,1992,Hayao Miyazaki,7.5,179,Germany
2284,Se7en (2284),Action,2016,Makoto Shinkai,8.7,186,France
2285,Roma (2285),Fantasy,2014,Quentin Tarantino,7.6,158,South Korea
2286,The Shawshank Redemption (2286),Drama,1997,Ridley Scott,9.2,196,Italy
2287,Fight Club (2287),Romance,2017,Ridley Scott,7.8,181,Japan
2288,Ratatouille (2288),Crime,2017,James Cameron,8.8,100,Japan
2289,Oldboy (2289),Sci-Fi,1974,Martin Scorsese,9.4,128,Mexico
2290,Life Is Beautiful (2290),Action,1983,Francis Ford Coppola,8.2,107,Germany
2291,Ratatouille (2291),Fantasy,1984,Ridley Scott,7.1,101,Mexico
2292,Spirited Away (2292),Animation,1975,Alfonso Cuaron,7.4,149,Germany
2293,The Silence of the Lambs (2293),Action,1993,Hayao Miyazaki,7.0,137,South Korea
2294,WALL-E (2294),Crime,2012,Guillermo del Toro,8.8,140,Germany
2295,Cinema Paradiso (2295),Romance,1998,Guillermo del Toro,9.3,177,USA
2296,Inception (2296),Action,1975,Steven Spielberg,7.9,150,Mexico
2297,The Lion King (2297),Animation,2008,Guillermo del Toro,6.9,120,Mexico
2298,Oldboy (2298),Animation,1981,Francis Ford Coppola,8.6,134,UK
2299,The Social Network (2299),Sci-Fi,1987,David Fincher,7.4,174,Japan
2300,Up (2300),Romance,1980,Guillermo del Toro,9.3,198,UK
2301,Coco (2301),Action,2022,Martin Scorsese,7.6,144,UK
2302,Interstellar (2302),Crime,2022,Francis Ford Coppola,8.9,110,Germany
2303,The Silence of the Lambs (2303),Crime,2019,Pixar Team,9.5,142,France
2304,"Monsters, Inc. (2304)",Crime,1978,Makoto Shinkai,7.6,98,France
2305,The Social Network (2305),Action,2012,Steven Spielberg,6.8,172,UK
2306,The Shawshank Redemption (2306),Animation,2008,Steven Spielberg,7.0,192,Italy
2307,Interstellar (2307),Romance,1991,Steven Spielberg,8.4,159,France
2308,Avengers: Endgame (2308),Romance,1973,Ridley Scott,8.7,151,Mexico
2309,Gladiator (2309),Thriller,2002,Pixar Team,9.2,165,Japan
2310,The Shawshank Redemption (2310),Action,1988,Guillermo del Toro,9.2,109,Italy
2311,The Godfather (2311),Fantasy,1971,Bong Joon-ho,8.3,163,Italy
2312,Pulp Fiction (2312),Crime,1987,Anthony Russo,9.3,137,Mexico
2313,Kill Bill: Vol. 1 (2313),Thriller,2020,Ridley Scott,6.6,174,Italy
2314,The Silence of the Lambs (2314),Romance,1998,Martin Scorsese,8.1,147,France
2315,The Silence of the Lambs (2315),Animation,1976,Alfonso Cuaron,6.6,165,UK
2316,The Lion King (2316),Drama,2023,Steven Spielberg,8.9,188,UK
2317,Tenet (2317),Animation,1996,Pixar Team,6.7,119,Italy
2318,Finding Nemo (2318),Action,1982,Christopher Nolan,8.7,98,Mexico
2319,Frozen (2319),Action,2002,David Fincher,6.8,95,France
2320,Parasite (2320),Sci-Fi,2003,Makoto Shinkai,7.2,187,South Korea
2321,The Departed (2321),Fantasy,1970,Bong Joon-ho,7.4,179,Italy
2322,The Silence of the Lambs (2322),Action,1982,Hayao Miyazaki,8.5,142,Japan
2323,Inception (2323),Sci-Fi,2016,James Cameron,6.6,90,UK
2324,Fight Club (2324),Action,2008,Makoto Shinkai,7.4,105,Mexico
2325,Life Is Beautiful (2325),Sci-Fi,1979,Makoto Shinkai,8.8,177,Italy
2326,The Matrix (2326),Drama,1991,Christopher Nolan,6.9,90,France
2327,Children of Men (2327),Animation,1986,Ridley Scott,8.9,118,Japan
2328,Se7en (2328),Thriller,2003,Alfonso Cuaron,9.0,110,Japan
2329,The Lion King (2329),Fantasy,1992,James Cameron,8.0,178,France
2330,Oldboy (2330),Thriller,2006,Hayao Miyazaki,7.8,117,Japan
2331,Titanic (2331),Drama,2015,Pixar Team,8.8,107,USA
2332,Titanic (2332),Drama,2017,Bong Joon-ho,8.0,161,USA
2333,Ratatouille (2333),Sci-Fi,1991,James Cameron,9.1,193,Italy
2334,Memento (2334),Fantasy,2019,Alfonso Cuaron,7.2,177,South Korea
2335,Fight Club (2335),Romance,1976,Pixar Team,8.9,117,Italy
2336,The Shawshank Redemption (2336),Crime,1983,Martin Scorsese,9.1,135,Japan
2337,Heat (2337),Crime,2002,Steven Spielberg,7.2,181,Italy
2338,Django Unchained (2338),Action,1972,Francis Ford Coppola,9.1,176,Mexico
2339,Cinema Paradiso (2339),Drama,2013,Steven Spielberg,7.1,173,Mexico
2340,The Matrix (2340),Crime,2007,Pixar Team,7.1,124,Germany
2341,Inside Out (2341),Drama,1977,Anthony Russo,7.0,157,Japan
2342,Ratatouille (2342),Action,1995,Alfonso Cuaron,7.2,159,Mexico
2343,The Dark Knight (2343),Crime,2022,David Fincher,8.3,107,USA
2344,Spirited Away (2344),Action,1979,Guillermo del Toro,9.2,98,France
2345,Finding Nemo (2345),Drama,1987,Hayao Miyazaki,9.4,169,South Korea
2346,Frozen (2346),Drama,2009,David Fincher,9.1,90,France
2347,Ratatouille (2347),Animation,1989,Quentin Tarantino,7.6,93,South Korea
2348,Titanic (2348),Sci-Fi,1973,Quentin Tarantino,7.5,168,Japan
2349,Gladiator (2349),Animation,2011,Martin Scorsese,7.5,129,Germany
2350,Roma (2350),Drama,1986,Makoto Shinkai,7.8,121,Germany
2351,The Silence of the Lambs (2351),Action,1992,Steven Spielberg,7.0,128,France
2352,Gravity (2352),Sci-Fi,2018,Alfonso Cuaron,7.6,103,Italy
2353,Life Is Beautiful (2353),Drama,2019,Alfonso Cuaron,6.6,127,UK
2354,Life Is Beautiful (2354),Action,2021,Steven Spielberg,6.8,127,UK
2355,Titanic (2355),Thriller,1993,Guillermo del Toro,7.0,164,Mexico
2356,The Dark Knight (2356),Sci-Fi,2020,Guillermo del Toro,7.3,193,UK
2357,Roma (2357),Drama,1975,Guillermo del Toro,7.8,132,Italy
2358,Roma (2358),Fantasy,2018,Guillermo del Toro,6.7,102,France
2359,Se7en (2359),Drama,2013,Francis Ford Coppola,6.8,137,Italy
2360,Toy Story (2360),Romance,2016,Steven Spielberg,7.5,91,Mexico
2361,Pan's Labyrinth (2361),Action,1984,Christopher Nolan,8.1,106,France
2362,Titanic (2362),Crime,1979,Makoto Shinkai,6.5,102,Japan
2363,Spirited Away (2363),Romance,2002,Francis Ford Coppola,7.2,165,Italy
2364,Oldboy (2364),Fantasy,2000,James Cameron,6.8,100,Italy
2365,Your Name (2365),Romance,1974,Francis Ford Coppola,6.9,107,Japan
2366,Pulp Fiction (2366),Crime,1974,Bong Joon-ho,7.8,195,Japan
2367,The Lion King (2367),Crime,1987,Alfonso Cuaron,7.5,98,Germany
2368,Gravity (2368),Sci-Fi,1970,Alfonso Cuaron,7.0,165,France
2369,Oldboy (2369),Drama,2012,Ridley Scott,7.3,94,Germany
2370,The Prestige (2370),Fantasy,2015,Ridley Scott,7.5,153,USA
2371,Roma (2371),Fantasy,1990,Makoto Shinkai,7.5,199,Italy
2372,The Matrix (2372),Thriller,1976,Anthony Russo,7.7,148,UK
2373,Se7en (2373),Crime,2013,Guillermo del Toro,8.3,106,South Korea
2374,The Matrix (2374),Animation,1996,Francis Ford Coppola,8.6,103,Japan
2375,The Irishman (2375),Drama,2014,Makoto Shinkai,8.6,126,Japan
2376,Tenet (2376),Sci-Fi,2008,Anthony Russo,7.9,129,Japan
2377,The Social Network (2377),Romance,1976,Ridley Scott,9.0,129,USA
2378,Toy Story (2378),Drama,2019,James Cameron,9.2,104,South Korea
2379,Inside Out (2379),Drama,1991,Anthony Russo,8.7,98,Germany
2380,The Godfather Part II (2380),Thriller,1988,Martin Scorsese,6.6,154,UK
2381,The Dark Knight (2381),Sci-Fi,2002,David Fincher,6.9,180,Germany
2382,Memento (2382),Animation,2021,Hayao Miyazaki,8.8,181,Germany
2383,Tenet (2383),Action,1973,Christopher Nolan,6.8,104,Italy
2384,Inside Out (2384),Fantasy,1981,Quentin Tarantino,7.1,128,UK
2385,Tenet (2385),Fantasy,2020,Pixar Team,6.7,112,South Korea
2386,Gravity (2386),Fantasy,2005,Makoto Shinkai,8.5,174,USA
2387,Gravity (2387),Romance,2022,Martin Scorsese,8.5,95,Mexico
2388,Coco (2388),Crime,2001,Francis Ford Coppola,9.4,109,UK
2389,Cinema Paradiso (2389),Sci-Fi,1970,Hayao Miyazaki,8.4,195,USA
2390,Tenet (2390),Drama,1989,David Fincher,8.2,190,Japan
2391,Finding Nemo (2391),Drama,1982,Martin Scorsese,8.3,138,Mexico
2392,Inception (2392),Drama,1992,Pixar Team,7.6,104,Mexico
2393,Se7en (2393),Crime,2020,Pixar Team,8.9,139,Italy
2394,The Godfather (2394),Drama,1978,Steven Spielberg,6.7,155,UK
2395,Casino (2395),Action,1989,Christopher Nolan,8.6,91,Germany
2396,Memento (2396),Drama,2016,Francis Ford Coppola,8.3,119,South Korea
2397,Heat (2397),Thriller,1970,Ridley Scott,8.2,150,UK
2398,Children of Men (2398),Fantasy,1985,Quentin Tarantino,6.9,189,Mexico
2399,Kill Bill: Vol. 1 (2399),Drama,2014,Steven Spielberg,8.5,176,South Korea
2400,Coco (2400),Crime,1989,James Cameron,6.7,183,Mexico
2401,Interstellar (2401),Crime,2006,James Cameron,7.0,110,UK
2402,Avatar (2402),Action,2001,Guillermo del Toro,6.9,113,France
2403,Gravity (2403),Animation,2020,Guillermo del Toro,7.8,157,Mexico
2404,Amelie (2404),Fantasy,2005,Ridley Scott,9.1,126,USA
2405,Coco (2405),Sci-Fi,1976,James Cameron,8.4,177,South Korea
2406,The Hateful Eight (2406),Animation,1987,Steven Spielberg,8.1,147,France
2407,Titanic (2407),Romance,2005,David Fincher,8.8,161,Japan
2408,The Social Network (2408),Sci-Fi,1988,James Cameron,7.2,162,UK
2409,Avengers: Endgame (2409),Crime,2004,James Cameron,8.0,162,Italy
2410,Children of Men (2410),Drama,1996,Guillermo del Toro,7.4,121,USA
2411,Ratatouille (2411),Animation,2008,Steven Spielberg,6.8,153,UK
2412,Amelie (2412),Crime,1993,Guillermo del Toro,8.7,103,Germany
2413,The Matrix (2413),Fantasy,2019,Steven Spielberg,9.3,183,USA
2414,Kill Bill: Vol. 1 (2414),Drama,1991,Anthony Russo,9.4,200,South Korea
2415,Toy Story (2415),Animation,2010,Makoto Shinkai,8.4,125,USA
2416,Interstellar (2416),Sci-Fi,2004,Ridley Scott,6.8,93,Germany
2417,Amelie (2417),Crime,1985,Steven Spielberg,7.8,119,USA
2418,The Prestige (2418),Sci-Fi,1979,David Fincher,7.6,186,UK
2419,Fight Club (2419),Drama,1976,Makoto Shinkai,6.8,95,Mexico
2420,Titanic (2420),Fantasy,2019,Francis Ford Coppola,8.0,194,Mexico
2421,Fight Club (2421),Action,2010,Quentin Tarantino,7.0,137,USA
2422,Ratatouille (2422),Fantasy,2002,James Cameron,8.3,187,Japan
2423,Toy Story (2423),Animation,1975,David Fincher,8.8,148,Japan
2424,Avengers: Endgame (2424),Fantasy,1998,James Cameron,8.5,174,Japan
2425,Pan's Labyrinth (2425),Animation,2008,Guillermo del Toro,8.4,120,Germany
2426,Cinema Paradiso (2426),Sci-Fi,1971,Hayao Miyazaki,8.4,100,Japan
2427,Memento (2427),Thriller,1980,Hayao Miyazaki,9.0,126,USA
2428,The Hateful Eight (2428),Fantasy,2000,David Fincher,7.8,171,UK
2429,Heat (2429),Crime,1973,Bong Joon-ho,6.9,112,USA
2430,Toy Story (2430),Action,1986,Francis Ford Coppola,8.3,178,Mexico
2431,Roma (2431),Sci-Fi,1991,David Fincher,6.6,178,France
2432,Ratatouille (2432),Sci-Fi,1977,Steven Spielberg,8.9,183,Mexico
2433,Oppenheimer (2433),Action,1993,Martin Scorsese,9.0,119,Italy
2434,Toy Story (2434),Drama,1972,Anthony Russo,8.4,124,Japan
2435,The Irishman (2435),Animation,2004,Christopher Nolan,7.2,190,Mexico
2436,Pulp Fiction (2436),Drama,1982,Pixar Team,7.7,140,Japan
2437,The Irishman (2437),Drama,2008,Pixar Team,9.1,173,South Korea
2438,Casino (2438),Sci-Fi,1987,Martin Scorsese,9.2,186,Mexico
2439,Amelie (2439),Crime,1970,Christopher Nolan,8.7,135,South Korea
2440,Tenet (2440),Animation,1991,Alfonso Cuaron,9.2,177,Germany
2441,Se7en (2441),Romance,1972,Alfonso Cuaron,7.2,189,Italy
2442,Goodfellas (2442),Crime,1991,Guillermo del Toro,8.5,168,Germany
2443,Oldboy (2443),Action,2006,David Fincher,8.6,154,USA
2444,Finding Nemo (2444),Romance,2001,Pixar Team,8.2,156,UK
2445,The Social Network (2445),Sci-Fi,1987,James Cameron,7.9,142,Japan
2446,Gravity (2446),Action,1988,Steven Spielberg,9.0,163,Mexico
2447,Titanic (2447),Fantasy,2016,Martin Scorsese,7.4,110,UK
2448,The Godfather (2448),Thriller,1978,Ridley Scott,7.1,134,France
2449,"Monsters, Inc. (2449)",Crime,2018,Makoto Shinkai,6.9,167,Mexico
2450,Children of Men (2450),Sci-Fi,1983,Martin Scorsese,7.3,184,Germany
2451,Avengers: Endgame (2451),Fantasy,1998,Ridley Scott,8.0,127,USA
2452,WALL-E (2452),Romance,2021,Christopher Nolan,7.1,188,USA
2453,The Departed (2453),Thriller,1987,Bong Joon-ho,6.7,154,France
2454,Kill Bill: Vol. 1 (2454),Drama,1985,Steven Spielberg,6.8,99,USA
2455,The Lion King (2455),Fantasy,2012,Christopher Nolan,8.2,200,Mexico
2456,Kill Bill: Vol. 1 (2456),Crime,2010,Hayao Miyazaki,7.7,185,Japan
2457,Oldboy (2457),Animation,1979,Guillermo del Toro,9.3,117,Japan
2458,Toy Story (2458),Animation,1974,Quentin Tarantino,9.3,117,Italy
2459,The Godfather Part II (2459),Thriller,1986,Guillermo del Toro,6.9,123,UK
2460,Oppenheimer (2460),Crime,2006,Alfonso Cuaron,8.9,143,Germany
2461,Heat (2461),Action,2015,Christopher Nolan,7.7,173,Mexico
2462,The Matrix (2462),Romance,2000,Christopher Nolan,7.8,161,Germany
2463,Inside Out (2463),Action,1999,Guillermo del Toro,8.3,166,UK
2464,The Shawshank Redemption (2464),Action,2017,Ridley Scott,8.0,181,Japan
2465,Tenet (2465),Action,1989,David Fincher,8.1,129,USA
2466,The Matrix (2466),Romance,2001,Makoto Shinkai,9.1,120,USA
2467,Up (2467),Crime,1978,Guillermo del Toro,8.3,125,Germany
2468,Inside Out (2468),Drama,2004,Francis Ford Coppola,7.8,131,UK
2469,The Lion King (2469),Sci-Fi,2005,Ridley Scott,6.8,200,Italy
2470,Se7en (2470),Crime,2006,Anthony Russo,8.4,170,Mexico
2471,Your Name (2471),Fantasy,2012,Francis Ford Coppola,8.4,99,Italy
2472,Ratatouille (2472),Animation,1985,Guillermo del Toro,8.2,127,Italy
2473,The Departed (2473),Sci-Fi,1994,Bong Joon-ho,8.8,139,South Korea
2474,Oppenheimer (2474),Thriller,1997,Steven Spielberg,8.6,189,Italy
2475,Gladiator (2475),Action,2007,Guillermo del Toro,8.7,154,Mexico
2476,The Social Network (2476),Action,2005,Steven Spielberg,7.2,172,USA
2477,The Departed (2477),Thriller,2003,James Cameron,8.2,119,France
2478,Ratatouille (2478),Crime,2001,Ridley Scott,8.6,97,USA
2479,The Departed (2479),Fantasy,1993,Anthony Russo,7.5,114,Italy
2480,The Lion King (2480),Crime,1973,James Cameron,7.4,93,Japan
2481,Roma (2481),Sci-Fi,2001,David Fincher,7.5,160,Germany
2482,Gravity (2482),Crime,1998,David Fincher,8.3,155,Japan
2483,Life Is Beautiful (2483),Thriller,2006,Steven Spielberg,8.1,97,Japan
2484,Memento (2484),Romance,1996,Hayao Miyazaki,8.6,121,Italy
2485,Frozen (2485),Action,2023,Christopher Nolan,8.4,136,Japan
2486,Ratatouille (2486),Crime,2004,David Fincher,9.5,199,South Korea
2487,Parasite (2487),Drama,1988,Hayao Miyazaki,8.0,188,Germany
2488,The Dark Knight (2488),Animation,1979,Steven Spielberg,7.7,142,France
2489,Inception (2489),Sci-Fi,2005,Hayao Miyazaki,7.6,110,Japan
2490,The Godfather Part II (2490),Sci-Fi,2004,Anthony Russo,8.7,100,Italy
2491,The Godfather (2491),Fantasy,2020,James Cameron,8.3,139,Italy
2492,The Matrix (2492),Action,1991,Francis Ford Coppola,6.6,198,Japan
2493,The Social Network (2493),Drama,2003,Steven Spielberg,8.1,187,Italy
2494,Casino (2494),Sci-Fi,1989,Pixar Team,7.7,156,Japan
2495,The Godfather Part II (2495),Thriller,2017,Martin Scorsese,9.2,170,USA
2496,Tenet (2496),Thriller,2005,Ridley Scott,7.0,113,Mexico
2497,Se7en (2497),Animation,1987,Pixar Team,7.7,199,Japan
2498,Titanic (2498),Romance,1978,Quentin Tarantino,8.8,103,France
2499,Inception (2499),Sci-Fi,1973,Steven Spielberg,7.3,197,Italy
2500,Casino (2500),Drama,1992,James Cameron,7.4,112,France
2501,Heat (2501),Fantasy,2016,Christopher Nolan,7.6,136,Japan
2502,Django Unchained (2502),Drama,1993,Anthony Russo,8.1,190,South Korea
2503,Avatar (2503),Drama,1989,Makoto Shinkai,7.5,170,Italy
2504,Avengers: Endgame (2504),Thriller,1990,Makoto Shinkai,9.2,154,USA
2505,Oldboy (2505),Sci-Fi,1997,Steven Spielberg,9.4,187,UK
2506,Amelie (2506),Crime,2020,Makoto Shinkai,8.6,90,USA
2507,Frozen (2507),Animation,1980,Alfonso Cuaron,8.4,195,Germany
2508,The Dark Knight (2508),Sci-Fi,1992,Quentin Tarantino,8.8,176,USA
2509,The Matrix (2509),Animation,1989,Bong Joon-ho,7.4,154,Italy
2510,Spirited Away (2510),Drama,1972,Bong Joon-ho,6.9,152,Italy
2511,Inception (2511),Action,2001,Pixar Team,7.4,132,UK
2512,The Godfather (2512),Action,1975,Hayao Miyazaki,8.9,119,Germany
2513,Oldboy (2513),Drama,1979,Hayao Miyazaki,9.5,189,South Korea
2514,Life Is Beautiful (2514),Crime,1999,Makoto Shinkai,9.3,94,Germany
2515,Tenet (2515),Fantasy,2022,David Fincher,6.5,142,Japan
2516,The Godfather (2516),Thriller,1988,Anthony Russo,7.6,119,USA
2517,Interstellar (2517),Drama,1984,Bong Joon-ho,7.1,139,Japan
2518,Toy Story (2518),Drama,2014,Pixar Team,7.8,194,Italy
2519,Fight Club (2519),Thriller,2017,Christopher Nolan,8.3,136,Germany
2520,Titanic (2520),Animation,1979,Christopher Nolan,6.8,137,UK
2521,The Irishman (2521),Action,1978,Guillermo del Toro,7.3,186,Italy
2522,Django Unchained (2522),Drama,1987,Makoto Shinkai,7.4,148,Mexico
2523,Inside Out (2523),Action,2016,Bong Joon-ho,6.5,103,Japan
2524,Gladiator (2524),Animation,1973,Quentin Tarantino,8.4,177,South Korea
2525,The Shawshank Redemption (2525),Fantasy,2013,Ridley Scott,6.8,179,South Korea
2526,The Godfather Part II (2526),Fantasy,1974,Anthony Russo,7.3,92,South Korea
2527,Memento (2527),Thriller,1971,Steven Spielberg,7.3,169,UK
2528,The Godfather Part II (2528),Romance,2016,Francis Ford Coppola,9.3,156,South Korea
2529,Oppenheimer (2529),Thriller,2017,David Fincher,9.2,99,Mexico
2530,Gravity (2530),Fantasy,2008,Steven Spielberg,9.0,96,USA
2531,Heat (2531),Sci-Fi,2022,Bong Joon-ho,7.3,197,UK
2532,Avatar (2532),Thriller,1975,Alfonso Cuaron,7.6,99,UK
2533,Up (2533),Romance,1970,James Cameron,8.7,196,UK
2534,Gravity (2534),Sci-Fi,2002,Steven Spielberg,9.3,182,Germany
2535,Se7en (2535),Drama,1983,Steven Spielberg,9.4,197,Germany
2536,Finding Nemo (2536),Romance,2009,Steven Spielberg,6.9,198,Italy
2537,The Shawshank Redemption (2537),Crime,1989,Anthony Russo,6.9,168,USA
2538,Avatar (2538),Drama,2021,Bong Joon-ho,8.8,138,Mexico
2539,Gravity (2539),Action,1982,James Cameron,6.5,124,Japan
2540,Your Name (2540),Fantasy,1985,James Cameron,9.1,198,Japan
2541,WALL-E (2541),Animation,1979,Francis Ford Coppola,6.9,158,Japan
2542,Toy Story (2542),Crime,2023,Quentin Tarantino,6.5,197,Germany
2543,Inside Out (2543),Action,1992,Bong Joon-ho,7.0,173,Japan
2544,Fight Club (2544),Thriller,1972,Pixar Team,8.3,139,Germany
2545,The Godfather (2545),Fantasy,2014,Pixar Team,7.1,106,USA
2546,Fight Club (2546),Fantasy,2019,Francis Ford Coppola,7.9,151,Mexico
2547,The Lion King (2547),Drama,2020,David Fincher,8.9,190,France
2548,WALL-E (2548),Drama,2004,Ridley Scott,8.6,174,Mexico
2549,Toy Story (2549),Romance,1974,David Fincher,6.6,169,South Korea
2550,The Departed (2550),Thriller,2021,Hayao Miyazaki,9.3,173,Mexico
2551,Frozen (2551),Thriller,2023,James Cameron,9.1,112,South Korea
2552,The Shawshank Redemption (2552),Animation,2011,Ridley Scott,6.9,117,France
2553,Kill Bill: Vol. 1 (2553),Thriller,2011,Hayao Miyazaki,9.0,162,Italy
2554,"Monsters, Inc. (2554)",Crime,1985,David Fincher,8.5,169,USA
2555,The Departed (2555),Drama,1980,Christopher Nolan,8.4,113,UK
2556,Roma (2556),Crime,2001,Christopher Nolan,7.3,118,UK
2557,Gladiator (2557),Animation,1992,James Cameron,8.9,172,USA
2558,Inception (2558),Animation,1989,Pixar Team,8.6,152,South Korea
2559,Memento (2559),Sci-Fi,1980,Bong Joon-ho,9.5,116,UK
2560,Your Name (2560),Romance,2002,Hayao Miyazaki,6.9,173,South Korea
2561,Up (2561),Drama,1977,Pixar Team,8.7,150,Italy
2562,The Silence of the Lambs (2562),Romance,2017,Martin Scorsese,9.4,127,Japan
2563,Up (2563),Crime,2012,Pixar Team,8.5,151,Japan
2564,The Prestige (2564),Romance,2022,Bong Joon-ho,9.1,146,South Korea
2565,"Monsters, Inc. (2565)",Romance,1991,Francis Ford Coppola,7.8,191,Japan
2566,Goodfellas (2566),Animation,1981,David Fincher,7.9,97,Italy
2567,The Silence of the Lambs (2567),Sci-Fi,1982,Ridley Scott,9.0,116,France
2568,Interstellar (2568),Crime,2012,Christopher Nolan,8.9,196,Mexico
2569,"Monsters, Inc. (2569)",Fantasy,1979,David Fincher,7.7,158,South Korea
2570,Ratatouille (2570),Animation,2010,Christopher Nolan,6.6,104,Japan
2571,Inception (2571),Crime,2023,Hayao Miyazaki,7.6,100,France
2572,The Hateful Eight (2572),Thriller,1986,Alfonso Cuaron,6.8,199,USA
2573,The Irishman (2573),Fantasy,1989,Anthony Russo,8.3,198,South Korea
2574,Avatar (2574),Sci-Fi,1975,Anthony Russo,9.3,151,USA
2575,The Silence of the Lambs (2575),Drama,2006,Francis Ford Coppola,9.4,108,USA
2576,Kill Bill: Vol. 1 (2576),Thriller,1979,Hayao Miyazaki,7.8,107,UK
2577,The Matrix (2577),Thriller,2021,Anthony Russo,8.6,95,USA
2578,Spirited Away (2578),Thriller,1995,Steven Spielberg,8.8,189,Mexico
2579,Oppenheimer (2579),Crime,1972,Guillermo del Toro,9.1,129,USA
2580,The Lion King (2580),Action,2003,Bong Joon-ho,7.5,102,Japan
2581,Pulp Fiction (2581),Romance,2013,Guillermo del Toro,7.7,155,France
2582,Life Is Beautiful (2582),Fantasy,1986,Pixar Team,8.2,118,South Korea
2583,Gravity (2583),Action,1991,Steven Spielberg,8.4,163,Japan
2584,Gladiator (2584),Action,1993,Francis Ford Coppola,8.3,102,South Korea
2585,Heat (2585),Sci-Fi,1993,Martin Scorsese,9.4,198,France
2586,"Monsters, Inc. (2586)",Fantasy,2014,Pixar Team,9.0,131,Japan
2587,The Departed (2587),Sci-Fi,2021,Alfonso Cuaron,8.0,125,South Korea
2588,The Prestige (2588),Sci-Fi,1971,Quentin Tarantino,8.7,200,USA
2589,Titanic (2589),Animation,2009,Ridley Scott,8.0,199,USA
2590,The Departed (2590),Romance,1976,James Cameron,7.7,140,France
2591,Tenet (2591),Drama,2000,Alfonso Cuaron,8.1,179,Italy
2592,Oldboy (2592),Sci-Fi,1980,Christopher Nolan,8.6,105,Mexico
2593,Oldboy (2593),Fantasy,1999,Ridley Scott,7.3,149,Italy
2594,Heat (2594),Romance,2003,Hayao Miyazaki,9.1,136,Italy
2595,Amelie (2595),Crime,1997,Martin Scorsese,8.6,190,France
2596,The Prestige (2596),Action,1990,David Fincher,7.4,158,Italy
2597,Amelie (2597),Action,1973,Alfonso Cuaron,9.1,150,Mexico
2598,The Dark Knight (2598),Thriller,2018,Steven Spielberg,9.1,98,UK
2599,The Shawshank Redemption (2599),Romance,2007,Christopher Nolan,9.2,146,Germany
2600,The Godfather Part II (2600),Drama,2005,Hayao Miyazaki,9.5,124,USA
2601,Finding Nemo (2601),Action,2000,Makoto Shinkai,7.8,113,UK
2602,Tenet (2602),Action,2019,Pixar Team,7.0,174,UK
2603,Pan's Labyrinth (2603),Thriller,1979,Martin Scorsese,9.4,171,Italy
2604,Heat (2604),Thriller,2012,Christopher Nolan,7.1,160,UK
2605,The Dark Knight (2605),Animation,1979,Hayao Miyazaki,9.2,177,South Korea
2606,Oldboy (2606),Fantasy,2002,Bong Joon-ho,8.6,162,Germany
2607,Tenet (2607),Sci-Fi,2009,Quentin Tarantino,8.6,105,Germany
2608,Pulp Fiction (2608),Crime,2006,Bong Joon-ho,7.7,119,Mexico
2609,The Social Network (2609),Fantasy,2012,James Cameron,6.7,150,UK
2610,Your Name (2610),Animation,1996,Ridley Scott,6.5,154,France
2611,The Prestige (2611),Action,1980,Anthony Russo,9.3,109,Mexico
2612,Tenet (2612),Action,2003,Bong Joon-ho,8.5,190,Italy
2613,Ratatouille (2613),Romance,2012,David Fincher,6.8,177,UK
2614,Gladiator (2614),Sci-Fi,2003,Christopher Nolan,8.1,183,Germany
2615,Oppenheimer (2615),Thriller,1984,Christopher Nolan,7.7,109,Japan
2616,Fight Club (2616),Romance,2002,Martin Scorsese,7.8,182,France
2617,The Irishman (2617),Drama,2020,Pixar Team,7.8,170,USA
2618,Life Is Beautiful (2618),Animation,1996,Quentin Tarantino,8.1,166,Japan
2619,Interstellar (2619),Action,2007,Christopher Nolan,7.2,115,UK
2620,Life Is Beautiful (2620),Thriller,1976,Makoto Shinkai,6.7,91,UK
2621,The Irishman (2621),Crime,1992,Bong Joon-ho,8.1,137,South Korea
2622,Casino (2622),Action,1971,Francis Ford Coppola,7.6,191,Italy
2623,Amelie (2623),Crime,1985,Christopher Nolan,7.5,172,UK
2624,Fight Club (2624),Romance,1982,Martin Scorsese,8.9,127,Mexico
2625,Cinema Paradiso (2625),Animation,2017,Christopher Nolan,7.0,166,USA
2626,The Prestige (2626),Action,1997,Francis Ford Coppola,7.1,121,France
2627,The Lion King (2627),Sci-Fi,1998,Alfonso Cuaron,8.7,142,South Korea
2628,Cinema Paradiso (2628),Fantasy,1995,Quentin Tarantino,6.9,109,France
2629,Inside Out (2629),Action,2009,Pixar Team,8.7,155,Germany
2630,The Godfather (2630),Action,2019,Bong Joon-ho,7.1,181,Italy
2631,Kill Bill: Vol. 1 (2631),Thriller,2006,Alfonso Cuaron,6.6,146,Mexico
2632,Children of Men (2632),Animation,2002,Quentin Tarantino,9.2,102,France
2633,The Lion King (2633),Drama,1989,Francis Ford Coppola,9.4,109,Japan
