MovieID,Title,Genre,ReleaseYear,Director,Rating,Duration,Country
376,Children of Men (376),Action,2017,Francis Ford Coppola,6.8,180,South Korea
377,The Silence of the Lambs (377),Drama,1971,David Fincher,9.3,129,Italy
378,"Monsters, Inc. (378)",Thriller,1981,Ridley Scott,6.6,107,South Korea
379,Se7en (379),Sci-Fi,1971,Ridley Scott,9.1,180,Japan
380,The Godfather Part II (380),Thriller,1978,James Cameron,7.5,121,UK
381,Pan's Labyrinth (381),Romance,1973,Christopher Nolan,7.1,151,UK
382,The Prestige (382),Romance,1971,Guillermo del Toro,6.9,111,South Korea
383,WALL-E (383),Crime,2000,Hayao Miyazaki,8.1,102,USA
384,The Silence of the Lambs (384),Animation,2019,James Cameron,7.7,192,USA
385,Django Unchained (385),Action,1996,Guillermo del Toro,7.0,119,South Korea
386,Heat (386),Sci-Fi,1977,Ridley Scott,6.9,142,France
387,Inside Out (387),Drama,1977,James Cameron,7.5,102,South Korea
388,Titanic (388),Animation,2020,Guillermo del Toro,7.0,165,UK
389,Casino (389),Romance,1998,Alfonso Cuaron,7.1,157,USA
390,Parasite (390),Fantasy,1978,Alfonso Cuaron,6.9,140,Germany
391,Kill Bill: Vol. 1 (391),Fantasy,1971,Francis Ford Coppola,6.7,118,UK
392,Up (392),Action,2005,Alfonso Cuaron,7.3,120,Japan
393,Avengers: Endgame (393),Fantasy,1978,James Cameron,8.6,168,Mexico
394,The Godfather Part II (394),Sci-Fi,1984,Martin Scorsese,9.5,120,Mexico
395,Fight Club (395),Romance,2007,James Cameron,8.7,92,Japan
396,Oldboy (396),Thriller,1983,Bong Joon-ho,6.7,96,Germany
397,Tenet (397),Sci-Fi,2002,Quentin Tarantino,7.7,168,Germany
398,The Godfather (398),Crime,2016,Anthony Russo,8.6,96,USA
399,Kill Bill: Vol. 1 (399),Animation,1992,Pixar Team,8.7,107,Japan
400,Gravity (400),Sci-Fi,1994,Christopher Nolan,8.1,114,Japan
401,WALL-E (401),Crime,1992,Guillermo del Toro,8.8,184,USA
402,Oldboy (402),Thriller,1994,Makoto Shinkai,8.9,108,Mexico
403,Frozen (403),Action,2014,Hayao Miyazaki,7.4,171,France
404,Avatar (404),Animation,2020,David Fincher,8.1,90,USA
405,Interstellar (405),Action,2023,David Fincher,6.8,138,Italy
406,Parasite (406),Sci-Fi,2003,Quentin Tarantino,6.9,134,USA
407,Titanic (407),Thriller,2000,Alfonso Cuaron,7.2,197,France
408,WALL-E (408),Action,2013,Francis Ford Coppola,9.4,153,South Korea
409,Kill Bill: Vol. 1 (409),Sci-Fi,1995,Quentin Tarantino,8.4,193,Japan
410,Children of Men (410),Romance,1992,Quentin Tarantino,8.1,198,Mexico
411,The Hateful Eight (411),Crime,1977,James Cameron,8.8,154,Mexico
412,Gladiator (412),Sci-Fi,2000,Steven Spielberg,8.8,197,UK
413,Interstellar (413),Romance,1996,Pixar Team,7.7,138,Italy
414,Children of Men (414),Fantasy,1990,Pixar Team,7.7,156,South Korea
415,Tenet (415),Thriller,1971,Christopher Nolan,6.7,130,South Korea
416,Pulp Fiction (416),Crime,2000,Martin Scorsese,7.7,136,France
417,Up (417),Romance,1970,James Cameron,7.2,109,Japan
418,Your Name (418),Fantasy,2005,Guillermo del Toro,9.1,94,Japan
419,Avatar (419),Crime,2011,Makoto Shinkai,6.8,181,South Korea
420,Goodfellas (420),Animation,1998,Quentin Tarantino,8.9,159,Mexico
421,Finding Nemo (421),Romance,2002,David Fincher,8.0,100,USA
422,Tenet (422),Animation,2015,Hayao Miyazaki,9.4,96,Italy
423,The Dark Knight (423),Romance,1974,Steven Spielberg,6.9,189,Mexico
424,Frozen (424),Drama,1978,Guillermo del Toro,7.8,125,Germany
425,Inception (425),Romance,1999,Makoto Shinkai,8.0,176,UK
426,Inception (426),Sci-Fi,2012,David Fincher,6.8,118,Italy
427,Parasite (427),Romance,1995,Hayao Miyazaki,7.1,140,UK
428,Spirited Away (428),Fantasy,1990,Quentin Tarantino,7.8,115,Germany
429,Oppenheimer (429),Thriller,1980,Pixar Team,8.0,109,UK
430,Coco (430),Action,2019,Anthony Russo,8.2,188,South Korea
431,Parasite (431),Romance,1972,Quentin Tarantino,6.9,127,South Korea
432,The Shawshank Redemption (432),Romance,2004,Makoto Shinkai,8.1,127,USA
433,Amelie (433),Sci-Fi,2002,Ridley Scott,8.5,118,South Korea
434,The Hateful Eight (434),Crime,1972,Francis Ford Coppola,8.1,177,UK
435,Life Is Beautiful (435),Action,2007,Martin Scorsese,7.3,195,Mexico
436,Cinema Paradiso (436),Action,1974,Quentin Tarantino,8.5,145,UK
437,Gladiator (437),Crime,1981,James Cameron,6.6,92,USA
438,Se7en (438),Drama,1987,Makoto Shinkai,6.5,148,USA
439,The Silence of the Lambs (439),Fantasy,2022,David Fincher,9.3,190,Mexico
440,Inception (440),Crime,2012,Anthony Russo,7.1,101,Mexico
441,Titanic (441),Sci-Fi,2002,Martin Scorsese,7.5,120,Italy
442,Frozen (442),Romance,2020,Bong Joon-ho,7.7,179,Italy
443,Your Name (443),Action,1974,Christopher Nolan,7.7,119,USA
444,The Irishman (444),Drama,1995,Christopher Nolan,7.7,111,Mexico
445,Pulp Fiction (445),Fantasy,1977,Alfonso Cuaron,8.7,185,USA
446,Spirited Away (446),Crime,1970,Hayao Miyazaki,7.2,141,France
447,Frozen (447),Fantasy,2015,Anthony Russo,9.3,179,South Korea
448,The Social Network (448),Crime,2014,Anthony Russo,7.8,138,Germany
449,Amelie (449),Fantasy,1970,Bong Joon-ho,7.7,175,USA
450,The Hateful Eight (450),Fantasy,2020,Quentin Tarantino,8.2,179,France
451,Heat (451),Action,1972,David Fincher,7.1,171,South Korea
452,Tenet (452),Drama,2018,Martin Scorsese,7.5,121,Germany
453,Django Unchained (453),Drama,2001,Pixar Team,9.0,143,UK
454,Se7en (454),Sci-Fi,1985,Bong Joon-ho,6.6,121,South Korea
455,Finding Nemo (455),Crime,2008,James Cameron,8.5,175,UK
456,The Godfather (456),Crime,2005,Makoto Shinkai,9.5,97,Italy
457,The Irishman (457),Fantasy,2018,David Fincher,7.0,149,Italy
458,Avengers: Endgame (458),Sci-Fi,2007,Christopher Nolan,7.9,127,Germany
459,The Hateful Eight (459),Romance,1999,Francis Ford Coppola,6.6,94,South Korea
460,The Irishman (460),Drama,1982,Guillermo del Toro,9.5,112,Italy
461,Finding Nemo (461),Romance,1979,Ridley Scott,6.5,181,France
462,The Social Network (462),Animation,2016,Pixar Team,6.9,96,Italy
463,Finding Nemo (463),Romance,2017,Francis Ford Coppola,9.2,153,UK
464,Gladiator (464),Romance,2013,Bong Joon-ho,6.9,98,Italy
465,Amelie (465),Romance,1991,Bong Joon-ho,7.1,95,Mexico
466,Finding Nemo (466),Animation,1975,Hayao Miyazaki,8.8,167,South Korea
467,Toy Story (467),Romance,1979,Hayao Miyazaki,9.2,154,UK
468,Your Name (468),Sci-Fi,1994,Quentin Tarantino,8.5,193,Germany
469,Cinema Paradiso (469),Sci-Fi,2015,Alfonso Cuaron,7.8,164,Mexico
470,Children of Men (470),Romance,1973,Alfonso Cuaron,8.3,147,USA
471,Goodfellas (471),Fantasy,1982,Guillermo del Toro,7.4,122,France
472,Roma (472),Thriller,2000,Makoto Shinkai,6.7,149,South Korea
473,The Prestige (473),Fantasy,1992,Bong Joon-ho,9.4,131,Mexico
474,The Hateful Eight (474),Animation,1981,Ridley Scott,7.4,99,Germany
475,Titanic (475),Drama,2020,David Fincher,7.3,99,Japan
476,Avatar (476),Action,1988,Steven Spielberg,8.4,176,South Korea
477,Life Is Beautiful (477),Animation,2019,Ridley Scott,8.6,104,Japan
478,The Social Network (478),Thriller,1981,Alfonso Cuaron,9.2,105,Mexico
479,Gravity (479),Thriller,1996,Bong Joon-ho,6.8,94,Mexico
480,Gladiator (480),Sci-Fi,1991,Anthony Russo,9.2,183,UK
481,Coco (481),Fantasy,1976,Steven Spielberg,8.5,98,Mexico
482,Titanic (482),Fantasy,1988,Makoto Shinkai,8.7,114,Germany
483,Inside Out (483),Action,2004,Christopher Nolan,8.1,160,UK
484,Avatar (484),Action,1971,Guillermo del Toro,8.3,171,Japan
485,The Shawshank Redemption (485),Romance,2006,James Cameron,8.2,168,Germany
486,Interstellar (486),Romance,2014,Pixar Team,8.0,90,Germany
487,Pan's Labyrinth (487),Romance,1983,Guillermo del Toro,8.3,197,UK
488,Goodfellas (488),Action,1999,Anthony Russo,8.0,97,South Korea
489,The Prestige (489),Drama,1982,Francis Ford Coppola,6.5,133,Italy
490,Toy Story (490),Fantasy,2005,Guillermo del Toro,8.6,118,France
491,The Godfather Part II (491),Crime,2007,Guillermo del Toro,7.9,176,UK
492,The Godfather (492),Sci-Fi,2002,Guillermo del Toro,7.5,139,UK
493,The Prestige (493),Crime,2018,David Fincher,8.2,124,South Korea
494,Gladiator (494),Romance,1994,Alfonso Cuaron,8.1,151,USA
495,Gravity (495),Animation,2009,Ridley Scott,7.9,91,Mexico
496,Pulp Fiction (496),Action,2001,Steven Spielberg,6.7,177,South Korea
497,The Dark Knight (497),Romance,1977,Hayao Miyazaki,8.9,94,USA
498,Parasite (498),Thriller,1990,Pixar Team,8.5,157,USA
499,The Silence of the Lambs (499),Romance,1983,Pixar Team,7.5,157,Mexico
500,Spirited Away (500),Thriller,1993,Pixar Team,8.5,162,USA
501,Children of Men (501),Action,2011,Guillermo del Toro,8.8,146,South Korea
502,Gladiator (502),Sci-Fi,2009,Quentin Tarantino,7.5,163,France
503,The Godfather (503),Action,1979,Makoto Shinkai,6.6,180,Germany
504,Django Unchained (504),Action,1983,Ridley Scott,6.5,133,UK
505,Oldboy (505),Crime,1970,Guillermo del Toro,8.5,194,France
506,Life Is Beautiful (506),Drama,1977,Hayao Miyazaki,6.8,159,France
507,Roma (507),Thriller,2011,Alfonso Cuaron,8.2,117,South Korea
508,Titanic (508),Drama,1976,Hayao Miyazaki,8.1,115,Germany
509,"Monsters, Inc. (509)",Drama,1972,James Cameron,8.0,159,USA
510,The Matrix (510),Fantasy,2016,Ridley Scott,9.5,181,Mexico
511,The Departed (511),Fantasy,2012,Quentin Tarantino,6.8,153,Germany
512,Casino (512),Sci-Fi,1978,Steven Spielberg,7.6,173,USA
513,Titanic (513),Animation,1986,Quentin Tarantino,8.3,186,UK
514,Se7en (514),Fantasy,1977,David Fincher,8.6,150,USA
515,Parasite (515),Animation,1987,Martin Scorsese,8.0,153,South Korea
516,Gladiator (516),Animation,1980,Francis Ford Coppola,6.8,127,South Korea
517,Children of Men (517),Sci-Fi,1985,James Cameron,7.9,143,France
518,Spirited Away (518),Romance,1983,Makoto Shinkai,9.5,149,Japan
519,Amelie (519),Action,2006,Francis Ford Coppola,8.9,110,France
520,Children of Men (520),Animation,2020,Pixar Team,7.3,179,Mexico
521,Avengers: Endgame (521),Sci-Fi,1999,Alfonso Cuaron,7.8,128,Italy
522,Gravity (522),Action,1994,Alfonso Cuaron,8.0,182,UK
523,The Irishman (523),Romance,1972,Makoto Shinkai,8.7,147,Japan
524,Life Is Beautiful (524),Action,1978,Martin Scorsese,8.8,107,France
525,Avengers: Endgame (525),Fantasy,1979,Alfonso Cuaron,6.9,177,Italy
526,Memento (526),Fantasy,2003,Guillermo del Toro,8.3,176,Germany
527,The Lion King (527),Drama,1972,Anthony Russo,6.5,137,Japan
528,Se7en (528),Fantasy,2008,James Cameron,7.9,102,Mexico
529,The Departed (529),Fantasy,1990,Steven Spielberg,8.0,164,USA
530,"Monsters, Inc. (530)",Fantasy,2009,Makoto Shinkai,8.1,181,Germany
531,Finding Nemo (531),Drama,2005,Martin Scorsese,7.4,197,Germany
532,Gladiator (532),Sci-Fi,2021,Quentin Tarantino,8.1,158,France
533,The Hateful Eight (533),Animation,2017,James Cameron,9.2,142,UK
534,The Silence of the Lambs (534),Animation,1971,Francis Ford Coppola,7.0,146,Mexico
535,Oldboy (535),Fantasy,1974,Martin Scorsese,8.6,114,Germany
536,Up (536),Crime,2020,Steven Spielberg,6.6,194,Japan
537,Oldboy (537),Sci-Fi,2018,Bong Joon-ho,9.3,139,Germany
538,The Silence of the Lambs (538),Fantasy,2015,Francis Ford Coppola,7.7,159,UK
539,Pulp Fiction (539),Romance,2005,Pixar Team,9.3,120,South Korea
540,The Godfather Part II (540),Animation,1998,David Fincher,7.7,159,France
541,Oppenheimer (541),Fantasy,2021,Christopher Nolan,8.6,186,Italy
542,Life Is Beautiful (542),Fantasy,1975,Christopher Nolan,7.4,154,Mexico
543,"Monsters, Inc. (543)",Action,1984,James Cameron,9.0,97,Mexico
544,Casino (544),Animation,2004,Steven Spielberg,9.0,197,France
545,The Shawshank Redemption (545),Romance,1980,Bong Joon-ho,8.2,106,France
546,Kill Bill: Vol. 1 (546),Thriller,1978,Christopher Nolan,7.7,169,Japan
547,The Hateful Eight (547),Thriller,1976,Bong Joon-ho,9.1,145,South Korea
548,Parasite (548),Sci-Fi,1986,Ridley Scott,8.2,164,UK
549,Cinema Paradiso (549),Action,2008,Anthony Russo,7.8,124,Mexico
550,Tenet (550),Drama,1973,Bong Joon-ho,9.2,103,South Korea
551,Oppenheimer (551),Fantasy,2016,Anthony Russo,9.5,162,South Korea
552,Your Name (552),Romance,1975,Pixar Team,7.0,112,USA
553,Gladiator (553),Animation,1975,Quentin Tarantino,8.8,194,Japan
554,Gravity (554),Animation,1980,Ridley Scott,9.0,170,Japan
555,Inside Out (555),Action,2010,Ridley Scott,7.7,132,Mexico
556,Your Name (556),Thriller,1977,James Cameron,7.2,180,Japan
557,"Monsters, Inc. (557)",Animation,2009,Quentin Tarantino,7.8,103,South Korea
558,The Godfather (558),Sci-Fi,1972,Steven Spielberg,9.1,175,Mexico
559,The Departed (559),Crime,1994,Pixar Team,9.0,121,Mexico
560,Ratatouille (560),Crime,2021,Anthony Russo,7.8,121,Japan
561,The Godfather (561),Thriller,1993,Guillermo del Toro,6.5,172,Italy
562,Kill Bill: Vol. 1 (562),Action,1997,Martin Scorsese,9.3,119,Germany
563,Cinema Paradiso (563),Crime,2020,Ridley Scott,7.1,160,UK
564,Ratatouille (564),Fantasy,1987,David Fincher,6.8,134,France
565,Pan's Labyrinth (565),Romance,2006,Pixar Team,7.2,166,USA
566,Avatar (566),Animation,1989,Quentin Tarantino,9.4,157,USA
567,The Shawshank Redemption (567),Animation,1997,Alfonso Cuaron,9.4,158,Italy
568,The Lion King (568),Drama,2018,Ridley Scott,9.0,196,Germany
569,Finding Nemo (569),Animation,2004,David Fincher,9.0,194,South Korea
570,Oldboy (570),Thriller,1979,Pixar Team,6.9,99,France
571,Coco (571),Crime,1971,Makoto Shinkai,8.4,123,Italy
572,Oppenheimer (572),Drama,1982,Steven Spielberg,9.3,113,Italy
573,"Monsters, Inc. (573)",Fantasy,1998,Ridley Scott,7.5,192,Germany
574,Up (574),Fantasy,1993,David Fincher,7.7,197,Mexico
575,Titanic (575),Animation,1993,Makoto Shinkai,8.1,149,Japan
576,The Dark Knight (576),Sci-Fi,1983,Francis Ford Coppola,9.5,159,Italy
577,Tenet (577),Romance,1978,Pixar Team,9.5,144,UK
578,The Lion King (578),Drama,1998,David Fincher,8.6,126,Mexico
579,Avatar (579),Crime,1972,Guillermo del Toro,7.4,153,South Korea
580,Your Name (580),Romance,2019,Alfonso Cuaron,8.7,175,Italy
581,The Lion King (581),Fantasy,2020,Martin Scorsese,7.5,106,UK
582,Parasite (582),Thriller,1972,Anthony Russo,8.8,163,UK
583,The Godfather (583),Action,2012,Quentin Tarantino,7.4,97,UK
584,Cinema Paradiso (584),Action,1985,Alfonso Cuaron,7.6,146,Japan
585,Up (585),Drama,1972,Alfonso Cuaron,6.7,160,Germany
586,Frozen (586),Romance,2006,Quentin Tarantino,7.5,182,Italy
587,Frozen (587),Fantasy,2015,David Fincher,7.0,126,Germany
588,Roma (588),Drama,2022,Alfonso Cuaron,9.4,177,France
589,Goodfellas (589),Romance,2000,Christopher Nolan,7.0,176,USA
590,Django Unchained (590),Drama,2005,Steven Spielberg,6.9,180,Mexico
591,The Godfather Part II (591),Thriller,2021,Bong Joon-ho,8.3,157,France
592,Ratatouille (592),Drama,1981,Anthony Russo,8.2,145,USA
593,Up (593),Fantasy,1994,Alfonso Cuaron,7.3,189,Germany
594,Gravity (594),Fantasy,2008,Christopher Nolan,8.1,163,France
595,Your Name (595),Action,2015,Guillermo del Toro,8.9,170,UK
596,Pan's Labyrinth (596),Thriller,2002,Pixar Team,7.8,121,France
597,"Monsters, Inc. (597)",Thriller,1973,Bong Joon-ho,7.2,192,France
598,Up (598),Fantasy,1987,Guillermo del Toro,7.9,95,South Korea
599,The Social Network (599),Animation,1987,Pixar Team,8.4,164,Mexico
600,Gladiator (600),Thriller,2015,Makoto Shinkai,7.1,158,USA
601,WALL-E (601),Animation,1973,Bong Joon-ho,9.5,197,USA
602,Inception (602),Sci-Fi,2020,Hayao Miyazaki,8.1,131,France
603,The Hateful Eight (603),Crime,2015,Bong Joon-ho,9.3,131,USA
604,Gladiator (604),Drama,1979,Francis Ford Coppola,7.0,90,Mexico
605,Finding Nemo (605),Animation,2016,Pixar Team,7.4,108,USA
606,Inception (606),Action,1993,Bong Joon-ho,7.5,116,Germany
607,Kill Bill: Vol. 1 (607),Crime,1989,Quentin Tarantino,7.8,110,Italy
608,Life Is Beautiful (608),Sci-Fi,1972,Steven Spielberg,8.0,140,UK
609,Kill Bill: Vol. 1 (609),Thriller,1998,Guillermo del Toro,7.8,129,South Korea
610,Memento (610),Animation,1993,Martin Scorsese,8.9,146,Japan
611,The Godfather (611),Crime,1986,Pixar Team,7.2,106,Italy
612,The Dark Knight (612),Romance,1982,David Fincher,9.4,161,Japan
613,Gravity (613),Romance,2003,Pixar Team,7.4,103,Italy
614,Frozen (614),Sci-Fi,1995,Alfonso Cuaron,6.8,110,South Korea
615,Inside Out (615),Action,2018,Ridley Scott,8.1,99,France
616,Spirited Away (616),Romance,1976,Steven Spielberg,8.4,119,USA
617,Pulp Fiction (617),Romance,2022,Anthony Russo,6.9,196,UK
618,The Shawshank Redemption (618),Fantasy,2002,Anthony Russo,9.1,116,Germany
619,The Hateful Eight (619),Fantasy,2013,Alfonso Cuaron,7.3,112,UK
620,Pan's Labyrinth (620),Sci-Fi,1974,Martin Scorsese,9.1,132,Italy
621,The Irishman (621),Action,1972,Steven Spielberg,7.2,143,USA
622,The Godfather (622),Action,1986,Anthony Russo,7.2,106,UK
623,The Matrix (623),Action,1994,Makoto Shinkai,7.6,163,South Korea
624,Frozen (624),Fantasy,2005,Quentin Tarantino,6.5,90,Italy
625,Goodfellas (625),Animation,1979,Guillermo del Toro,7.2,187,France
626,Life Is Beautiful (626),Thriller,2012,David Fincher,8.4,135,Japan
627,Life Is Beautiful (627),Thriller,1973,Steven Spielberg,6.5,151,France
628,Goodfellas (628),Fantasy,1977,Francis Ford Coppola,7.7,118,South Korea
629,Kill Bill: Vol. 1 (629),Fantasy,2021,Quentin Tarantino,6.8,101,France
630,The Lion King (630),Animation,1986,James Cameron,8.8,94,Germany
631,Parasite (631),Sci-Fi,1979,Quentin Tarantino,6.7,133,Mexico
632,WALL-E (632),Animation,1975,David Fincher,8.3,189,Italy
633,Inside Out (633),Romance,1979,Anthony Russo,8.6,176,South Korea
634,The Silence of the Lambs (634),Romance,2022,Makoto Shinkai,7.3,140,South Korea
635,Finding Nemo (635),Drama,1972,Pixar Team,7.6,180,USA
636,The Shawshank Redemption (636),Romance,2001,Pixar Team,6.8,171,Japan
637,Frozen (637),Sci-Fi,2014,Quentin Tarantino,6.6,178,Japan
638,Goodfellas (638),Action,1974,Alfonso Cuaron,7.4,141,South Korea
639,Up (639),Thriller,1981,Quentin Tarantino,8.9,197,USA
640,The Matrix (640),Romance,1977,Guillermo del Toro,8.0,92,South Korea
641,The Social Network (641),Sci-Fi,1972,Quentin Tarantino,8.3,197,Mexico
642,Titanic (642),Romance,1982,Francis Ford Coppola,8.2,133,Japan
643,Avengers: Endgame (643),Animation,1990,David Fincher,8.6,176,Japan
644,Fight Club (644),Thriller,1984,Guillermo del Toro,8.9,188,Japan
645,Ratatouille (645),Sci-Fi,1992,Quentin Tarantino,7.5,183,France
646,Tenet (646),Fantasy,1971,Steven Spielberg,7.3,113,South Korea
647,Kill Bill: Vol. 1 (647),Crime,1992,Guillermo del Toro,7.1,184,Italy
648,Tenet (648),Sci-Fi,2006,Martin Scorsese,9.3,109,Italy
649,Avatar (649),Sci-Fi,2018,Ridley Scott,8.4,121,France
650,Amelie (650),Crime,1993,Francis Ford Coppola,7.4,200,Germany
651,Frozen (651),Crime,1980,Christopher Nolan,6.7,126,France
652,Goodfellas (652),Sci-Fi,2022,Ridley Scott,7.3,187,Germany
653,Cinema Paradiso (653),Action,1983,Alfonso Cuaron,9.1,150,Japan
654,Pulp Fiction (654),Fantasy,2023,Martin Scorsese,8.5,130,Mexico
655,Spirited Away (655),Crime,2016,Hayao Miyazaki,7.7,135,UK
656,Amelie (656),Sci-Fi,2002,Anthony Russo,7.2,103,USA
657,Se7en (657),Romance,1983,Alfonso Cuaron,7.5,135,Italy
658,Frozen (658),Animation,1999,Bong Joon-ho,7.6,122,Germany
659,Amelie (659),Fantasy,1984,Francis Ford Coppola,8.6,164,UK
660,Coco (660),Romance,1977,James Cameron,6.6,97,Mexico
661,Avatar (661),Animation,2008,Guillermo del Toro,7.9,118,Germany
662,The Irishman (662),Sci-Fi,2012,Francis Ford Coppola,9.0,181,South Korea
663,The Matrix (663),Animation,2005,Alfonso Cuaron,7.8,177,Germany
664,Django Unchained (664),Thriller,2016,Pixar Team,7.9,139,Germany
665,"Monsters, Inc. (665)",Sci-Fi,2019,Hayao Miyazaki,7.4,119,Italy
666,Se7en (666),Sci-Fi,1979,James Cameron,8.7,133,Italy
667,The Social Network (667),Fantasy,2013,James Cameron,7.2,129,France
668,Memento (668),Romance,2010,Alfonso Cuaron,7.9,162,South Korea
669,Gravity (669),Action,2017,Makoto Shinkai,8.5,158,USA
670,Titanic (670),Drama,2004,Anthony Russo,6.6,177,USA
671,The Godfather (671),Drama,2012,Guillermo del Toro,8.4,112,France
672,Coco (672),Action,1994,James Cameron,7.9,183,UK
673,Gravity (673),Crime,1982,Bong Joon-ho,9.3,188,Germany
674,Ratatouille (674),Crime,2020,Hayao Miyazaki,8.0,164,Italy
675,Children of Men (675),Crime,2021,Makoto Shinkai,7.3,183,UK
676,The Lion King (676),Action,1999,Ridley Scott,9.0,184,USA
677,Frozen (677),Fantasy,1975,Bong Joon-ho,6.7,102,Italy
678,Interstellar (678),Drama,1970,Anthony Russo,7.8,144,Mexico
679,Spirited Away (679),Action,1977,David Fincher,7.5,164,Japan
680,Kill Bill: Vol. 1 (680),Romance,2018,Guillermo del Toro,7.1,168,France
681,Ratatouille (681),Fantasy,2018,Martin Scorsese,7.0,138,Italy
682,Gravity (682),Crime,1998,Pixar Team,6.8,113,UK
683,The Godfather (683),Fantasy,2013,Steven Spielberg,7.3,180,France
684,Coco (684),Fantasy,1992,Pixar Team,8.7,172,France
685,The Social Network (685),Crime,2010,Alfonso Cuaron,9.0,156,USA
686,The Departed (686),Thriller,1980,Francis Ford Coppola,7.9,173,South Korea
687,Heat (687),Romance,2018,Francis Ford Coppola,8.6,126,South Korea
688,Your Name (688),Thriller,2004,Alfonso Cuaron,7.5,134,UK
689,The Prestige (689),Thriller,2012,James Cameron,9.2,199,Italy
690,The Dark Knight (690),Action,2022,Makoto Shinkai,8.5,107,USA
691,Your Name (691),Action,2014,Christopher Nolan,8.2,150,Germany
692,Finding Nemo (692),Animation,2009,James Cameron,8.6,152,France
693,Cinema Paradiso (693),Action,2023,Francis Ford Coppola,8.4,137,South Korea
694,Tenet (694),Action,2006,Makoto Shinkai,7.1,163,Germany
695,The Lion King (695),Romance,2014,Alfonso Cuaron,9.2,106,UK
696,Gladiator (696),Animation,2004,Quentin Tarantino,8.9,91,Germany
697,Gravity (697),Fantasy,1970,Guillermo del Toro,9.4,141,UK
698,Toy Story (698),Sci-Fi,2015,Alfonso Cuaron,7.4,125,UK
699,Frozen (699),Crime,2019,Christopher Nolan,9.0,142,Germany
700,The Irishman (700),Fantasy,2021,Martin Scorsese,7.0,145,France
701,Parasite (701),Fantasy,1983,Alfonso Cuaron,8.1,168,South Korea
702,Your Name (702),Sci-Fi,1987,Steven Spielberg,6.5,155,Mexico
703,Frozen (703),Drama,1973,James Cameron,7.1,196,Italy
704,The Departed (704),Crime,1974,James Cameron,7.5,194,Germany
705,Up (705),Crime,1982,Pixar Team,9.4,171,Germany
706,Titanic (706),Animation,2007,Francis Ford Coppola,9.0,195,Japan
707,Spirited Away (707),Sci-Fi,1975,Anthony Russo,6.8,179,Japan
708,The Departed (708),Action,2008,Steven Spielberg,6.6,119,UK
709,The Social Network (709),Drama,1980,Quentin Tarantino,8.8,137,Mexico
710,Django Unchained (710),Romance,1978,David Fincher,7.5,176,Italy
711,The Prestige (711),Drama,2015,Martin Scorsese,6.5,186,Italy
712,Goodfellas (712),Drama,1981,Hayao Miyazaki,8.4,150,Germany
713,"Monsters, Inc. (713)",Drama,2021,James Cameron,6.9,186,USA
714,Inside Out (714),Sci-Fi,1976,Ridley Scott,6.7,115,France
715,Parasite (715),Fantasy,1984,Francis Ford Coppola,8.3,92,France
716,Inception (716),Romance,1999,Steven Spielberg,6.8,197,Italy
717,Goodfellas (717),Fantasy,1970,Guillermo del Toro,6.7,186,South Korea
718,"Monsters, Inc. (718)",Sci-Fi,1980,James Cameron,7.6,96,France
719,Se7en (719),Sci-Fi,2022,Christopher Nolan,6.7,184,USA
720,The Silence of the Lambs (720),Romance,2000,Martin Scorsese,7.5,186,Italy
721,Life Is Beautiful (721),Sci-Fi,2009,James Cameron,8.3,184,France
722,The Prestige (722),Sci-Fi,1999,Bong Joon-ho,7.4,127,UK
723,The Shawshank Redemption (723),Thriller,1996,Anthony Russo,6.6,169,Germany
724,Avatar (724),Fantasy,1979,Hayao Miyazaki,8.8,131,Germany
725,Heat (725),Sci-Fi,1982,David Fincher,7.9,117,Germany
726,Children of Men (726),Crime,1984,Quentin Tarantino,7.5,102,Japan
727,Pan's Labyrinth (727),Action,1992,Ridley Scott,7.0,191,Italy
728,Inside Out (728),Fantasy,1985,Bong Joon-ho,9.3,186,France
729,Inception (729),Romance,1974,David Fincher,7.8,150,USA
730,Finding Nemo (730),Sci-Fi,1994,Anthony Russo,9.1,177,UK
731,Gladiator (731),Crime,2022,Hayao Miyazaki,8.6,135,Japan
732,Goodfellas (732),Thriller,1988,Guillermo del Toro,7.7,95,South Korea
733,Fight Club (733),Drama,1999,Martin Scorsese,6.9,98,South Korea
734,The Departed (734),Thriller,2005,Christopher Nolan,7.4,148,Japan
735,Toy Story (735),Action,1995,Alfonso Cuaron,9.3,193,Mexico
736,Life Is Beautiful (736),Crime,1974,Bong Joon-ho,8.2,150,UK
737,The Hateful Eight (737),Animation,2017,Quentin Tarantino,9.4,148,Germany
738,Casino (738),Fantasy,2003,Francis Ford Coppola,9.0,194,Italy
739,Cinema Paradiso (739),Crime,1981,Ridley Scott,8.3,172,Italy
740,The Godfather Part II (740),Sci-Fi,1994,Steven Spielberg,6.9,186,South Korea
741,The Irishman (741),Animation,1999,Anthony Russo,8.9,184,UK
742,Se7en (742),Drama,1983,Guillermo del Toro,7.1,129,Germany
743,The Matrix (743),Crime,2007,Hayao Miyazaki,9.1,166,South Korea
744,Amelie (744),Sci-Fi,1978,Bong Joon-ho,9.3,98,Italy
745,Gladiator (745),Fantasy,2011,Francis Ford Coppola,6.9,184,UK
746,Inside Out (746),Thriller,2005,Quentin Tarantino,9.1,134,UK
747,The Prestige (747),Crime,1973,Pixar Team,8.6,158,Mexico
748,Frozen (748),Drama,1971,Francis Ford Coppola,9.1,178,Germany
