snapshot_id,book_id,year,market,channel,units_sold_thousands
9258,34,2009,APAC,Retail,33
9259,74,1955,LATAM,Retail,62
9260,50,1981,UK,Online,24
9261,63,2019,UK,Retail,98
9262,93,2024,APAC,Retail,18
9263,27,2021,UK,Online,37
9264,1,1981,EU,Online,114
9265,9,1998,EU,Online,64
9266,49,2012,LATAM,Retail,31
9267,50,1990,EU,Online,49
9268,8,1978,EU,Retail,89
9269,64,1967,EU,Online,85
9270,26,2018,APAC,Retail,47
9271,85,1972,US,Retail,29
9272,47,2012,EU,Retail,38
9273,1,2012,APAC,Retail,86
9274,91,1975,LATAM,Retail,45
9275,30,2000,APAC,Online,63
9276,65,2009,EU,Online,98
9277,98,2020,US,Retail,40
9278,13,2009,EU,Retail,167
9279,60,1961,UK,Online,53
9280,6,1977,UK,Online,127
9281,77,2005,US,Retail,38
9282,97,1994,UK,Online,54
9283,51,2018,US,Online,32
9284,55,1954,APAC,Retail,55
9285,2,1989,APAC,Online,137
9286,54,1969,UK,Retail,35
9287,83,2017,LATAM,Retail,13
9288,96,2002,LATAM,Retail,13
9289,78,1998,EU,Retail,30
9290,45,2021,US,Online,51
9291,78,2021,EU,Retail,49
9292,14,2009,APAC,Retail,83
9293,35,2015,UK,Retail,50
9294,38,1995,UK,Retail,34
9295,94,2013,APAC,Retail,24
9296,23,2009,EU,Online,76
9297,43,2008,APAC,Retail,57
9298,69,2021,EU,Retail,26
9299,31,2021,UK,Online,35
9300,68,2009,UK,Retail,17
9301,51,2019,LATAM,Online,37
9302,41,2003,LATAM,Retail,85
9303,80,2022,US,Retail,49
9304,12,2017,LATAM,Online,130
9305,6,2015,US,Online,83
9306,59,1964,UK,Online,22
9307,43,2013,LATAM,Retail,48
9308,66,2013,LATAM,Online,55
9309,49,2018,APAC,Retail,67
9310,87,1984,US,Retail,53
9311,60,2001,UK,Retail,50
9312,6,1966,APAC,Retail,150
9313,36,2009,US,Online,46
9314,46,2016,UK,Online,43
9315,11,2018,EU,Online,72
9316,99,1996,APAC,Online,48
9317,11,2012,UK,Online,49
9318,29,2019,LATAM,Retail,37
9319,25,2020,EU,Online,71
9320,12,1990,US,Retail,130
9321,31,2009,UK,Online,96
9322,58,1977,LATAM,Online,60
9323,49,2024,APAC,Retail,65
9324,16,2008,LATAM,Retail,148
9325,60,1958,US,Online,52
9326,33,2022,APAC,Online,47
9327,84,2007,UK,Retail,82
9328,9,1982,APAC,Online,120
9329,76,2012,LATAM,Retail,9
9330,7,1994,US,Retail,106
9331,76,1984,APAC,Online,27
9332,54,1987,APAC,Retail,39
9333,65,2012,EU,Online,120
9334,16,2018,APAC,Online,83
9335,85,1963,US,Retail,15
9336,74,1960,US,Retail,56
9337,18,2012,APAC,Retail,92
9338,61,1990,US,Online,25
9339,57,1962,EU,Online,34
9340,27,2014,UK,Online,46
9341,60,2009,LATAM,Online,41
9342,97,2018,LATAM,Online,52
9343,62,1991,APAC,Retail,105
9344,84,1984,LATAM,Online,79
9345,80,1982,US,Retail,53
9346,41,2018,US,Retail,70
9347,75,2022,UK,Retail,22
9348,21,2001,APAC,Retail,65
9349,36,1989,APAC,Online,58
9350,76,1959,UK,Retail,20
9351,65,1954,EU,Online,151
9352,36,2018,LATAM,Online,59
9353,73,2012,EU,Retail,66
9354,98,1994,EU,Retail,20
9355,6,1952,APAC,Online,108
9356,58,1987,LATAM,Retail,41
9357,13,2024,US,Retail,108
9358,4,1995,US,Retail,34
9359,89,1994,APAC,Retail,20
9360,24,2015,APAC,Online,101
9361,68,2017,UK,Retail,32
9362,96,1995,UK,Retail,20
9363,20,1972,APAC,Retail,47
9364,89,1963,US,Retail,24
9365,55,2019,APAC,Retail,51
9366,39,1997,US,Online,41
9367,36,2013,APAC,Online,38
9368,54,2001,APAC,Online,33
9369,73,2009,APAC,Online,34
9370,63,2023,EU,Retail,120
9371,9,1986,US,Online,93
9372,83,2020,APAC,Retail,35
9373,20,2021,US,Online,81
9374,89,1956,US,Retail,24
9375,36,2017,US,Online,49
9376,67,2014,UK,Retail,43
9377,8,1957,LATAM,Retail,132
9378,38,1992,APAC,Online,40
9379,7,2014,UK,Retail,70
9380,69,2010,LATAM,Retail,19
9381,7,2013,LATAM,Retail,118
9382,75,2023,US,Retail,16
9383,1,2011,LATAM,Retail,117
9384,10,1982,APAC,Online,65
9385,44,1992,EU,Retail,27
9386,22,2004,UK,Retail,54
9387,25,2023,US,Retail,37
9388,61,1996,UK,Retail,24
9389,63,1985,US,Online,51
9390,16,2011,APAC,Online,132
9391,99,1997,US,Online,35
9392,77,2014,LATAM,Retail,31
9393,86,2006,APAC,Retail,28
9394,75,2024,APAC,Online,25
9395,37,1995,APAC,Retail,86
9396,52,2011,UK,Online,36
9397,4,1998,APAC,Online,39
9398,87,2009,LATAM,Online,58
9399,9,1980,APAC,Retail,132
9400,38,1999,APAC,Retail,24
9401,47,1995,EU,Online,35
9402,99,2014,APAC,Online,40
9403,7,2002,US,Online,92
9404,69,2023,LATAM,Retail,27
9405,54,1980,EU,Online,55
9406,84,1994,UK,Online,83
9407,6,1968,APAC,Online,156
9408,78,1991,LATAM,Retail,30
9409,30,2010,EU,Retail,56
9410,76,1995,UK,Retail,11
9411,96,1983,LATAM,Retail,22
9412,16,2021,US,Online,88
9413,31,2008,LATAM,Online,70
9414,87,2000,US,Online,47
9415,87,2007,UK,Online,41
9416,65,1994,UK,Online,127
9417,67,2022,LATAM,Retail,55
9418,12,2018,US,Online,81
9419,5,2005,APAC,Retail,110
9420,49,2009,APAC,Online,36
9421,72,2023,LATAM,Retail,25
9422,53,1994,APAC,Retail,35
9423,14,2017,US,Online,108
9424,84,1982,APAC,Online,70
9425,11,2009,APAC,Online,115
9426,98,1988,LATAM,Retail,16
9427,37,1986,UK,Retail,20
9428,62,1997,UK,Retail,109
9429,57,1979,UK,Online,65
9430,14,2003,LATAM,Online,113
9431,10,1997,UK,Retail,67
9432,82,2000,LATAM,Online,37
9433,6,1976,LATAM,Online,31
9434,33,2015,APAC,Retail,40
9435,45,2020,APAC,Retail,49
9436,56,2002,APAC,Online,81
9437,31,1998,US,Online,69
9438,2,1961,EU,Retail,103
9439,81,1977,LATAM,Online,42
9440,4,1978,APAC,Retail,40
9441,30,2003,EU,Retail,44
9442,80,2011,UK,Online,28
9443,50,1974,US,Retail,16
9444,30,2003,US,Retail,86
9445,73,2019,LATAM,Retail,17
9446,63,1958,UK,Retail,94
9447,80,2000,UK,Online,47
9448,82,2017,UK,Retail,62
9449,51,1989,EU,Retail,44
9450,87,2012,LATAM,Retail,65
9451,42,1991,US,Retail,16
9452,20,1962,UK,Online,61
9453,96,2015,APAC,Online,24
9454,87,2009,UK,Retail,60
9455,46,2008,APAC,Online,37
9456,80,2018,UK,Online,26
9457,92,1979,APAC,Online,37
9458,34,2012,UK,Online,16
9459,100,2021,US,Online,39
9460,22,1972,UK,Retail,69
9461,72,2016,EU,Online,25
9462,34,2004,LATAM,Online,51
9463,65,1975,APAC,Retail,101
9464,17,2016,UK,Retail,93
9465,45,2020,UK,Retail,44
9466,11,2006,APAC,Retail,71
9467,15,2015,EU,Online,72
9468,23,2015,APAC,Retail,38
9469,14,2018,UK,Retail,124
9470,53,1976,EU,Retail,12
9471,12,2003,APAC,Online,111
9472,26,2021,EU,Online,63
9473,2,1962,LATAM,Retail,86
9474,70,1993,LATAM,Online,26
9475,69,2017,APAC,Online,27
9476,93,2014,APAC,Retail,37
9477,4,2001,US,Retail,93
9478,17,2015,APAC,Online,117
9479,23,2012,UK,Retail,60
9480,49,1992,LATAM,Retail,33
9481,92,1994,APAC,Online,37
9482,9,1992,UK,Retail,110
9483,47,2015,US,Online,38
9484,27,2021,APAC,Online,55
9485,80,1982,US,Online,41
9486,15,2020,US,Retail,92
9487,33,2012,UK,Online,49
9488,86,2001,APAC,Online,11
9489,41,2013,EU,Online,65
9490,24,2012,US,Retail,46
9491,52,1993,LATAM,Retail,42
9492,89,1976,APAC,Online,24
9493,100,2017,LATAM,Online,71
9494,46,2011,EU,Retail,41
9495,71,2016,UK,Retail,22
9496,98,2017,US,Online,25
9497,39,2024,US,Retail,57
9498,90,2024,APAC,Retail,10
9499,54,2007,UK,Retail,29
9500,17,2010,UK,Retail,156
9501,4,1990,LATAM,Retail,112
9502,40,2012,APAC,Retail,26
9503,46,2024,APAC,Retail,17
9504,67,2018,APAC,Online,56
9505,30,2016,LATAM,Retail,43
9506,81,1987,LATAM,Online,51
9507,36,1987,APAC,Retail,11
9508,51,2020,UK,Online,39
9509,59,1986,US,Online,47
9510,32,1981,EU,Retail,74
9511,96,1979,US,Retail,18
9512,61,1992,UK,Online,29
9513,8,1967,EU,Retail,52
9514,37,2010,APAC,Online,50
9515,62,1999,LATAM,Online,78
9516,45,2020,EU,Online,26
9517,10,2024,US,Online,94
9518,90,2009,US,Retail,24
9519,58,1982,UK,Online,53
9520,58,1968,UK,Online,58
9521,80,2014,UK,Online,41
9522,64,2011,LATAM,Retail,97
9523,23,2015,UK,Online,57
9524,30,2003,APAC,Online,55
9525,28,2019,UK,Retail,82
9526,68,2014,US,Online,33
9527,55,1983,APAC,Retail,39
9528,86,1994,APAC,Online,14
9529,30,2013,LATAM,Online,47
9530,63,2008,EU,Retail,112
9531,79,1957,LATAM,Retail,30
9532,82,2009,APAC,Online,45
9533,95,1998,EU,Online,30
9534,34,2024,APAC,Retail,46
9535,20,2017,US,Online,45
9536,78,1952,LATAM,Retail,36
9537,57,1970,APAC,Retail,56
9538,92,1986,UK,Retail,49
9539,20,1980,LATAM,Online,75
9540,81,1977,LATAM,Retail,31
9541,33,2011,US,Online,46
9542,7,1983,EU,Retail,70
9543,79,1960,US,Online,32
9544,19,1978,UK,Retail,55
9545,55,1981,APAC,Retail,37
9546,93,2017,LATAM,Retail,26
9547,86,2004,US,Retail,19
9548,94,2007,LATAM,Retail,14
9549,33,2024,UK,Retail,43
9550,62,2009,US,Retail,131
9551,54,1965,UK,Retail,33
9552,50,1965,APAC,Retail,40
9553,16,2009,US,Online,59
9554,11,2017,APAC,Retail,98
9555,30,2015,APAC,Online,81
9556,8,2023,UK,Online,71
9557,20,1963,UK,Retail,49
9558,15,2008,UK,Online,116
9559,33,2014,LATAM,Online,13
9560,9,1958,APAC,Retail,121
9561,72,2021,US,Online,13
9562,37,2020,EU,Retail,58
9563,74,2009,APAC,Retail,33
9564,60,2011,EU,Online,58
9565,70,2016,US,Retail,24
9566,97,2001,APAC,Online,47
9567,82,1995,APAC,Online,46
9568,97,1997,APAC,Online,67
9569,83,2017,US,Retail,14
9570,83,2015,US,Retail,23
9571,3,2014,UK,Online,97
9572,63,2007,EU,Retail,113
9573,3,1989,APAC,Retail,113
9574,1,1986,APAC,Retail,148
9575,25,2017,APAC,Online,49
9576,48,2021,US,Online,41
9577,34,2006,LATAM,Retail,27
9578,9,1972,LATAM,Online,78
9579,8,2009,LATAM,Online,177
9580,73,1999,US,Online,55
9581,84,2008,UK,Retail,74
9582,2,1970,US,Retail,109
9583,11,2009,US,Online,72
9584,15,2013,US,Online,118
9585,93,2017,US,Retail,30
9586,41,2009,LATAM,Retail,41
9587,51,1986,APAC,Retail,52
9588,70,2001,UK,Online,30
9589,18,2009,APAC,Online,66
9590,76,1974,APAC,Online,27
9591,60,1965,APAC,Online,37
9592,61,2009,APAC,Retail,13
9593,28,2023,UK,Online,43
9594,51,2002,US,Retail,64
9595,57,1951,US,Online,41
9596,19,1951,EU,Online,35
9597,39,2016,APAC,Retail,46
9598,59,1991,UK,Online,43
9599,92,2014,US,Retail,49
9600,84,1995,US,Retail,45
9601,79,1974,US,Online,28
9602,38,1994,US,Retail,20
9603,100,2005,US,Online,50
9604,72,1992,APAC,Online,10
9605,5,2003,EU,Retail,137
9606,60,2024,EU,Online,32
9607,64,1997,UK,Online,99
9608,100,2014,APAC,Online,78
9609,82,1987,APAC,Retail,33
9610,9,1982,LATAM,Retail,111
9611,16,2007,LATAM,Online,90
9612,85,1973,UK,Online,22
9613,38,2022,UK,Online,29
9614,82,2002,UK,Retail,41
9615,24,2016,EU,Online,79
9616,77,1991,UK,Retail,17
9617,41,2017,US,Retail,44
9618,56,1975,APAC,Retail,22
9619,53,2004,APAC,Retail,41
9620,37,1977,APAC,Online,54
9621,11,2013,APAC,Online,150
9622,18,2014,UK,Retail,107
9623,62,1999,EU,Online,135
9624,22,1984,LATAM,Online,51
9625,40,2020,US,Online,49
9626,77,2008,APAC,Online,18
9627,68,2021,APAC,Retail,21
9628,57,1989,US,Retail,26
9629,95,1980,US,Retail,18
9630,78,1951,APAC,Retail,35
9631,87,1997,APAC,Online,56
9632,41,2005,UK,Online,48
9633,66,1994,APAC,Online,20
9634,33,2020,EU,Retail,44
9635,47,1986,EU,Retail,24
9636,53,1997,LATAM,Retail,34
9637,3,1970,LATAM,Retail,100
9638,12,2019,UK,Online,99
9639,11,2004,LATAM,Online,156
9640,92,1997,LATAM,Retail,29
9641,62,2009,UK,Online,57
9642,11,2021,UK,Retail,150
9643,33,2020,LATAM,Retail,61
9644,68,2024,US,Retail,12
9645,78,1960,LATAM,Retail,48
9646,90,2004,LATAM,Online,32
9647,20,1987,EU,Retail,24
9648,26,2021,APAC,Retail,71
9649,9,1967,LATAM,Online,97
9650,29,2022,EU,Retail,57
9651,49,1977,UK,Retail,32
9652,48,1974,LATAM,Retail,41
9653,83,2017,APAC,Retail,21
9654,67,2008,LATAM,Retail,35
9655,20,1987,UK,Retail,72
9656,79,1993,UK,Retail,29
9657,8,1971,EU,Retail,68
9658,1,2006,US,Retail,109
9659,66,1975,US,Online,23
9660,85,2003,EU,Online,18
9661,97,1998,LATAM,Online,61
9662,66,2020,UK,Retail,42
9663,98,2012,US,Retail,43
9664,64,2004,UK,Retail,62
9665,78,2002,APAC,Online,68
9666,25,2010,APAC,Retail,46
9667,66,2021,LATAM,Retail,28
9668,2,2009,EU,Online,101
9669,51,1989,LATAM,Retail,31
9670,50,2005,US,Online,47
9671,42,1993,LATAM,Online,12
9672,8,1972,LATAM,Online,113
9673,93,2017,LATAM,Retail,35
9674,19,1992,US,Online,63
9675,87,1995,LATAM,Online,65
9676,59,1954,APAC,Retail,31
9677,83,2018,UK,Online,17
9678,49,2013,EU,Online,51
9679,47,1992,UK,Online,42
9680,81,1983,UK,Online,25
9681,66,2007,US,Online,49
9682,22,1989,UK,Online,44
9683,66,1984,US,Retail,49
9684,8,2000,EU,Retail,133
9685,37,1993,US,Online,63
9686,90,2015,EU,Retail,16
9687,17,2014,UK,Retail,94
9688,10,1959,US,Retail,80
9689,6,1991,LATAM,Online,93
9690,16,2014,APAC,Online,96
9691,31,1997,LATAM,Retail,69
9692,28,2023,EU,Retail,63
9693,85,1975,UK,Online,17
9694,75,2019,EU,Online,31
9695,89,2015,US,Online,5
9696,28,2023,EU,Online,50
9697,28,2015,LATAM,Online,42
9698,73,2020,US,Online,56
9699,33,2011,EU,Online,35
9700,53,2018,LATAM,Online,51
9701,71,2017,EU,Online,21
9702,87,2008,US,Retail,53
9703,78,2005,EU,Retail,34
9704,37,1982,APAC,Online,59
9705,84,2002,LATAM,Online,31
9706,92,2018,EU,Retail,26
9707,47,2000,EU,Retail,29
9708,34,2022,APAC,Online,52
9709,65,1967,UK,Retail,59
9710,99,2019,US,Retail,28
9711,34,2017,UK,Retail,41
9712,59,2023,LATAM,Retail,43
9713,40,2007,EU,Online,49
9714,82,2003,APAC,Retail,41
9715,95,1973,APAC,Online,23
9716,58,1980,LATAM,Online,65
9717,67,2006,APAC,Online,47
9718,42,2013,EU,Online,25
9719,4,1991,APAC,Online,108
9720,31,2008,LATAM,Retail,32
9721,91,1979,LATAM,Retail,46
9722,18,2011,UK,Online,96
9723,84,2012,APAC,Retail,56
9724,84,2015,US,Online,60
9725,6,1981,APAC,Retail,99
9726,95,1987,UK,Retail,17
9727,36,1996,APAC,Retail,37
9728,62,1959,EU,Online,79
9729,93,2022,EU,Retail,25
9730,66,1982,EU,Retail,66
9731,5,1999,EU,Retail,104
9732,70,2022,UK,Online,18
9733,9,1978,US,Online,125
9734,7,1972,US,Online,93
9735,67,2020,APAC,Online,88
9736,67,2023,US,Online,48
9737,73,2017,US,Retail,54
9738,57,2014,LATAM,Online,44
9739,87,2023,LATAM,Online,38
9740,52,2000,EU,Online,50
9741,51,1987,UK,Retail,60
9742,13,2020,LATAM,Online,84
9743,40,2020,APAC,Retail,51
9744,25,2024,LATAM,Retail,50
9745,22,1976,US,Retail,70
9746,92,2019,LATAM,Retail,50
9747,21,1972,US,Retail,61
9748,50,1974,EU,Online,38
9749,37,2008,LATAM,Online,45
9750,24,2008,APAC,Online,78
9751,58,2018,EU,Online,69
9752,78,1998,APAC,Online,25
9753,52,2009,LATAM,Retail,43
9754,40,2015,UK,Retail,39
9755,68,2017,UK,Retail,28
9756,31,2013,APAC,Online,57
9757,64,1999,APAC,Retail,99
9758,6,1959,EU,Retail,144
9759,79,2019,EU,Retail,34
9760,43,1964,EU,Online,60
9761,90,2013,EU,Retail,24
9762,35,2005,US,Retail,29
9763,16,2016,UK,Online,68
9764,14,2014,UK,Retail,144
9765,13,2012,US,Retail,93
9766,65,1988,LATAM,Online,131
9767,15,2009,UK,Online,107
9768,55,1963,US,Retail,44
9769,79,1980,APAC,Online,19
9770,59,1985,APAC,Online,42
9771,93,2018,UK,Online,25
9772,48,1997,APAC,Retail,41
9773,91,1992,LATAM,Online,54
9774,65,1953,US,Online,150
9775,20,1971,LATAM,Online,50
9776,47,1979,EU,Retail,39
9777,94,2024,UK,Online,17
9778,59,1960,APAC,Retail,53
9779,83,2021,EU,Online,23
9780,64,2015,APAC,Retail,101
9781,74,1987,UK,Online,54
9782,35,2023,EU,Retail,51
9783,1,2016,LATAM,Retail,115
9784,80,1996,LATAM,Online,29
9785,76,2007,UK,Retail,24
9786,97,2005,APAC,Online,109
9787,30,2018,EU,Retail,80
9788,29,2019,US,Retail,98
9789,38,1981,EU,Retail,34
9790,36,2016,APAC,Retail,54
9791,38,1979,EU,Retail,35
9792,72,2015,UK,Online,24
9793,91,1991,APAC,Retail,42
9794,16,2003,UK,Retail,132
9795,60,1996,US,Online,56
9796,91,1965,US,Retail,25
9797,34,2011,LATAM,Retail,39
9798,56,1979,APAC,Online,49
9799,96,2023,US,Online,12
9800,96,2013,LATAM,Online,22
9801,37,2023,EU,Online,29
9802,38,2003,US,Online,34
9803,6,1967,LATAM,Online,90
9804,80,1955,US,Online,31
9805,28,2024,LATAM,Online,59
9806,39,2012,EU,Online,30
9807,17,2007,APAC,Online,96
9808,56,1995,LATAM,Online,50
9809,52,1996,US,Retail,23
9810,16,2010,EU,Retail,86
9811,76,1959,LATAM,Retail,17
9812,24,2015,UK,Online,60
9813,6,1955,UK,Retail,76
9814,85,1968,US,Retail,25
9815,45,2024,US,Retail,55
9816,66,2016,APAC,Retail,34
9817,51,1999,LATAM,Online,34
9818,12,2011,UK,Online,152
9819,39,2006,UK,Online,31
9820,63,1979,UK,Retail,77
9821,80,2020,US,Online,44
9822,56,1990,LATAM,Retail,57
9823,29,2023,EU,Retail,62
9824,73,2009,LATAM,Online,30
9825,41,2010,US,Retail,44
9826,32,1980,EU,Online,68
9827,17,2020,APAC,Retail,48
9828,46,2019,LATAM,Retail,46
9829,63,1967,LATAM,Online,52
9830,95,1966,UK,Retail,4
9831,76,1998,UK,Online,27
9832,35,2010,APAC,Retail,55
9833,93,2017,UK,Retail,15
9834,69,2019,EU,Online,33
9835,76,2019,EU,Retail,37
9836,61,1974,APAC,Retail,31
9837,91,1967,APAC,Retail,36
9838,26,2022,APAC,Online,34
9839,13,2011,US,Online,102
9840,35,2011,EU,Retail,36
9841,93,2009,US,Online,23
9842,56,1996,EU,Online,88
9843,16,2008,LATAM,Online,141
9844,66,2007,US,Online,38
9845,14,2005,EU,Online,189
9846,16,2010,EU,Retail,94
9847,69,2006,LATAM,Online,30
9848,17,2008,UK,Retail,122
9849,39,1997,US,Retail,52
9850,38,2017,EU,Online,35
9851,92,1996,US,Retail,60
9852,31,2018,US,Retail,72
9853,93,2018,UK,Online,5
9854,21,1997,APAC,Online,30
9855,25,2012,EU,Online,69
9856,77,1996,UK,Online,44
9857,80,1986,APAC,Retail,26
9858,68,2014,US,Online,25
9859,11,2008,UK,Retail,88
9860,21,1984,APAC,Online,43
9861,40,2017,US,Retail,49
9862,37,1990,APAC,Retail,57
9863,64,1950,UK,Online,98
9864,12,2024,EU,Retail,52
9865,79,1964,LATAM,Online,13
9866,29,2016,UK,Retail,66
9867,82,2024,LATAM,Online,40
9868,27,2021,EU,Retail,30
9869,81,2005,LATAM,Retail,45
9870,25,2024,APAC,Retail,56
9871,49,1994,LATAM,Retail,74
9872,70,2003,LATAM,Retail,18
9873,61,2024,LATAM,Retail,17
9874,69,2004,LATAM,Retail,33
9875,71,2020,EU,Online,24
9876,9,1990,LATAM,Retail,98
9877,59,2018,UK,Online,24
9878,70,2011,EU,Online,33
9879,43,1971,US,Retail,42
9880,34,2020,US,Online,33
9881,6,2023,US,Retail,158
9882,22,1984,APAC,Retail,43
9883,36,2001,EU,Online,37
9884,49,2014,LATAM,Retail,71
9885,14,2008,APAC,Online,109
9886,30,2020,US,Online,67
9887,66,1982,APAC,Retail,56
9888,29,2016,US,Retail,60
9889,27,2020,EU,Retail,73
9890,7,1954,EU,Online,125
9891,55,1986,US,Retail,38
9892,94,2014,UK,Retail,23
9893,98,1982,LATAM,Online,42
9894,22,2021,US,Online,58
9895,32,2002,APAC,Online,94
9896,82,1973,US,Retail,29
9897,87,1998,EU,Retail,58
9898,51,2014,UK,Retail,28
9899,18,2022,APAC,Retail,75
9900,13,2002,US,Online,95
9901,12,1989,US,Online,48
9902,81,2003,US,Retail,51
9903,80,2014,UK,Retail,52
9904,24,2008,US,Retail,68
9905,85,1956,UK,Online,14
9906,35,2010,UK,Retail,39
9907,78,1965,EU,Retail,40
9908,74,1956,UK,Online,67
9909,53,1989,LATAM,Retail,52
9910,10,1951,APAC,Online,49
9911,3,1994,US,Online,87
9912,42,1989,UK,Retail,19
9913,8,1995,UK,Online,152
9914,58,2009,APAC,Retail,17
9915,17,2010,US,Retail,110
9916,60,1974,US,Online,37
9917,73,2022,APAC,Retail,35
9918,97,2005,US,Retail,76
9919,65,1975,UK,Online,93
9920,77,2019,EU,Retail,32
9921,15,2007,LATAM,Online,105
9922,87,1988,US,Retail,55
9923,57,1965,UK,Retail,50
9924,70,2013,EU,Online,27
9925,37,1988,APAC,Retail,33
9926,6,1973,EU,Retail,67
9927,52,1989,UK,Online,56
9928,13,2018,APAC,Online,110
9929,3,1979,UK,Online,57
9930,67,2006,UK,Online,102
9931,3,1995,UK,Online,72
9932,84,2000,APAC,Online,58
9933,73,2005,UK,Retail,36
9934,10,1991,UK,Online,72
9935,14,2021,EU,Retail,95
9936,87,2017,UK,Online,33
9937,43,1963,LATAM,Online,22
9938,50,2004,US,Retail,37
9939,34,2017,UK,Online,38
9940,63,2022,APAC,Online,110
9941,64,1956,APAC,Retail,70
9942,39,2005,US,Online,50
9943,48,2011,LATAM,Online,57
9944,6,2021,APAC,Retail,57
9945,100,2018,EU,Online,92
9946,76,1997,US,Retail,14
9947,13,1998,US,Online,73
9948,100,2006,APAC,Retail,58
9949,30,2023,EU,Retail,68
9950,10,1967,US,Retail,109
9951,73,2015,LATAM,Online,37
9952,43,1979,US,Online,53
9953,36,1981,UK,Retail,61
9954,36,1996,EU,Online,39
9955,92,2015,UK,Online,68
9956,74,1960,US,Online,37
9957,11,2004,UK,Retail,114
9958,56,2013,UK,Retail,76
9959,6,1968,LATAM,Retail,88
9960,37,2007,UK,Retail,44
9961,34,2021,APAC,Online,45
9962,87,1986,UK,Online,59
9963,24,2013,EU,Retail,50
9964,55,1987,LATAM,Online,52
9965,17,2013,EU,Retail,69
9966,26,2014,LATAM,Retail,82
9967,12,1999,APAC,Online,115
9968,52,2004,LATAM,Retail,38
9969,72,1997,APAC,Retail,26
9970,44,2004,UK,Online,50
9971,57,1975,UK,Online,21
9972,35,2015,EU,Retail,21
9973,6,1978,LATAM,Retail,76
9974,10,1960,US,Retail,115
9975,78,1969,LATAM,Retail,40
9976,32,2013,LATAM,Retail,70
9977,45,2019,UK,Online,45
9978,20,1963,LATAM,Retail,71
9979,100,2011,EU,Online,57
9980,19,2004,EU,Retail,41
9981,72,2018,UK,Online,20
9982,48,1998,EU,Retail,67
9983,59,2006,LATAM,Online,42
9984,97,2017,APAC,Retail,56
9985,3,2002,LATAM,Retail,40
9986,65,2022,APAC,Retail,70
9987,51,2016,EU,Retail,31
9988,11,2008,UK,Retail,111
9989,86,1992,EU,Online,19
9990,29,2012,US,Retail,32
9991,30,2008,EU,Retail,61
9992,53,2000,EU,Retail,27
9993,89,2014,EU,Retail,17
9994,59,1960,APAC,Online,25
9995,72,2008,US,Retail,28
9996,31,2016,UK,Online,111
9997,17,2010,APAC,Retail,186
9998,17,2018,US,Retail,96
9999,20,1974,LATAM,Online,55
10000,71,2022,UK,Retail,28
10001,12,2019,APAC,Retail,103
10002,94,2002,US,Retail,25
10003,47,1970,UK,Retail,25
10004,32,2011,UK,Online,47
10005,13,2010,US,Online,22
10006,66,2008,EU,Online,55
10007,56,2004,APAC,Online,33
10008,71,2014,EU,Retail,28
10009,95,1975,US,Retail,22
10010,82,2005,EU,Online,31
10011,31,2017,EU,Retail,69
10012,12,2002,EU,Online,115
10013,8,1982,UK,Online,63
10014,8,1991,US,Online,156
10015,26,2020,US,Retail,72
10016,64,2008,UK,Retail,100
10017,20,2014,APAC,Retail,86
10018,24,2011,APAC,Online,53
10019,84,2020,US,Retail,62
10020,96,1982,EU,Retail,30
10021,40,2023,UK,Retail,43
10022,90,2006,UK,Online,20
10023,7,1996,US,Online,59
10024,36,1994,UK,Retail,38
10025,58,2014,US,Retail,62
10026,65,2019,US,Online,33
10027,51,2003,EU,Online,56
10028,69,2020,UK,Online,25
10029,16,2005,US,Retail,112
10030,9,1985,EU,Online,101
10031,24,2009,APAC,Retail,40
10032,30,2017,APAC,Online,67
10033,100,2021,APAC,Retail,63
10034,48,2021,US,Online,23
10035,50,1965,UK,Retail,46
10036,38,1977,APAC,Retail,36
10037,37,2013,LATAM,Online,72
10038,78,1957,EU,Retail,27
10039,32,1996,LATAM,Online,53
10040,44,1985,US,Retail,31
10041,64,1967,EU,Retail,73
10042,25,2011,US,Online,68
10043,10,1979,LATAM,Retail,46
10044,42,2007,EU,Retail,20
10045,68,2015,UK,Online,29
10046,25,2021,US,Retail,80
10047,51,2014,UK,Retail,42
10048,7,1994,US,Retail,66
10049,40,2008,APAC,Retail,10
10050,19,2013,APAC,Online,60
10051,61,1950,LATAM,Retail,16
10052,67,2017,US,Online,56
10053,74,1966,UK,Retail,21
10054,84,2011,APAC,Online,85
10055,11,2008,LATAM,Online,128
10056,23,2007,APAC,Online,51
10057,17,2017,APAC,Retail,91
10058,68,2010,UK,Online,17
10059,4,2004,EU,Retail,73
10060,69,2020,APAC,Online,30
10061,16,2003,LATAM,Retail,132
10062,16,2023,UK,Retail,174
10063,32,2013,LATAM,Retail,40
10064,23,2010,LATAM,Online,66
10065,84,1994,LATAM,Retail,25
10066,88,2016,LATAM,Retail,20
10067,42,2024,UK,Retail,15
10068,2,1976,UK,Online,93
10069,58,1970,UK,Retail,75
10070,20,1989,US,Retail,37
10071,90,1995,US,Online,24
10072,64,1997,US,Online,124
10073,13,2019,LATAM,Retail,55
10074,15,2015,UK,Retail,108
10075,39,1994,LATAM,Retail,33
10076,95,1999,APAC,Retail,10
10077,33,2016,UK,Online,31
10078,42,1999,EU,Online,27
10079,19,2016,LATAM,Online,53
10080,18,2020,UK,Online,85
10081,94,2016,UK,Retail,16
10082,81,2021,US,Online,13
